date, pm25, pm10, o3, no2, so2, co
2014/4/25, 66, 36, 21, 43, 4, 9
2014/4/26, 87, 23, 32, 42, 4, 9
2014/4/27, 57, 19, 25, 37, 4, 8
2014/4/28, 50, 34, 25, 41, 3, 8
2014/4/29, 83, 42, 25, 48, 4, 9
2014/4/30, 104, 40, 36, 63, 6, 9
2014/5/1, 101, 32, 25, 57, 6, 6
2014/5/2, 83, 25, 30, 45, 1, 3
2014/5/3, 66, 18, 35, 38, 2, 3
2014/5/4, 49, 24, 41, 51, 3, 5
2014/5/5, 64, 30, 47, 53, 3, 5
2014/5/6, 75, 25, 34, 56, 6, 6
2014/5/7, 62, 22, 28, 55, 6, 5
2014/5/8, 56, 22, 28, 51, 6, 6
2014/5/9, 57, 24, 30, 46, 5, 4
2014/5/10, 59, 19, 27, 37, 4, 3
2014/5/11, 53, 19, 29, 39, 3, 3
2014/5/12, 46, 18, 27, 43, 5, 4
2014/5/13, 49, 19, 20, 46, 4, 3
2014/5/14, 57, 16, 28, 46, 2, 2
2014/5/15, 54, 26, 28, 44, 3, 3
2014/5/16, 70, 27, 27, 43, 3, 3
2014/5/17, 77, 27, 31, 26, 1, 
2014/5/18, 72, 27, 49, 44, 3, 4
2014/5/19, 73, 38, 41, 54, 4, 4
2014/5/20, 98, 28, 38, 57, 5, 5
2014/5/21, 77, 21, 27, 46, 4, 3
2014/5/22, 62, 18, 32, 45, 5, 4
2014/5/23, 57, 20, 32, 46, 4, 2
2014/5/24, 57, 19, 26, 41, 4, 
2014/5/25, 56, 16, 29, 30, 3, 
2014/5/26, 48, 16, 15, 39, 2, 
2014/5/27, 46, 17, 21, 40, 2, 3
2014/5/28, 48, 39, 21, 30, 4, 4
2014/5/29, 48, 22, 18, 38, 4, 4
2014/5/30, 67, 22, 24, 31, 2, 3
2014/5/31, 59, 19, 35, 41, 2, 3
2014/6/1, 57, 24, 29, 33, 3, 3
2014/6/2, 69, 22, 28, 48, 5, 4
2014/6/3, 66, 21, 20, 43, 6, 5
2014/6/4, 68, 20, 23, 47, 7, 4
2014/6/5, 60, 11, 22, 16, 3, 3
2014/6/6, 34, 20, 34, 48, 5, 4
2014/6/7, 56, 23, 36, 40, 5, 4
2014/6/8, 71, 15, 36, 41, 4, 4
2014/6/9, 57, 20, 34, 46, 5, 5
2014/6/10, 68, 16, 30, 44, 6, 5
2014/6/11, 61, 18, 28, 38, 4, 3
2014/6/12, 55, 22, 33, 42, 3, 3
2014/6/13, 61, 24, 36, 41, 4, 3
2014/6/14, 62, 17, 28, 29, 4, 3
2014/6/15, 54, 10, 26, 21, 2, 2
2014/6/16, 32, 13, 22, 31, 4, 2
2014/6/17, 39, 18, 29, 28, 4, 2
2014/6/18, 44, 12, 17, 34, 3, 2
2014/6/19, 38, 21, 11, 33, 3, 4
2014/6/20, 62, 16, 25, 38, 3, 3
2014/6/21, 46, 17, 33, 35, 3, 3
2014/6/22, 52, 20, 28, 38, 3, 4
2014/6/23, 56, 19, 25, 46, 4, 4
2014/6/24, 77, 22, 28, 38, 3, 3
2014/6/25, 66, 12, 28, 38, 2, 3
2014/6/26, 36, 18, 28, 44, 3, 4
2014/6/27, 48, 25, 24, 48, 5, 5
2014/6/28, 67, 16, 16, 33, 5, 4
2014/6/29, 45, 11, 24, 21, 3, 2
2014/6/30, 32, 18, 27, 44, 4, 4
2014/7/1, 49, 16, 29, 48, 4, 3
2014/1/2, 37, 20, 27, 30, 12, 6
2014/1/3, 46, 27, 31, 29, 4, 5
2014/1/4, 49, 18, 28, 28, 3, 6
2014/1/5, 48, 15, 23, 28, 3, 6
2014/1/6, 44, 23, 29, 27, 3, 5
2014/1/7, 42, 30, 28, 28, 3, 6
2014/1/8, 42, 24, 22, 31, 4, 6
2014/1/9, 36, 21, 24, 31, 4, 7
2014/1/10, 50, 27, 15, 45, 6, 8
2014/1/11, 61, 40, 3, 63, 4, 9
2014/1/12, 106, 34, 13, 38, 4, 9
2014/1/13, 90, 23, 24, 39, 5, 7
2014/1/14, 53, 26, 18, 38, 5, 8
2014/1/15, 58, 23, 22, 34, 4, 7
2014/1/16, 50, 24, 26, 31, 5, 5
2014/1/17, 53, 22, 28, 39, 6, 4
2014/1/18, 56, 20, 15, 33, 3, 2
2014/1/19, 53, 23, 18, 31, 4, 4
2014/1/20, 59, 40, 3, 60, 7, 8
2014/1/21, 99, 46, 11, 53, 8, 8
2014/1/22, 109, 29, 17, 40, 5, 5
2014/1/23, 65, 24, 17, 37, 5, 4
2014/1/24, 63, 29, 13, 47, 5, 4
2014/1/25, 66, 22, 26, 28, 4, 4
2014/1/26, 56, 20, 26, 31, 4, 4
2014/1/27, 49, 24, 25, 43, 6, 5
2014/1/28, 55, 21, 24, 41, 4, 5
2014/1/29, 50, 19, 16, 41, 3, 8
2014/1/30, 53, 28, 4, 45, 4, 15
2014/1/31, 79, 22, 12, 41, 6, 8
2014/2/1, 63, 13, 24, 28, 3, 4
2014/2/2, 26, 19, 22, 30, 4, 6
2014/2/3, 38, 19, 17, 31, 2, 4
2014/2/4, 48, 21, 26, 38, 4, 6
2014/2/5, 52, 24, 29, 36, 4, 6
2014/2/6, 53, 23, 28, 42, 5, 8
2014/2/7, 60, 20, 25, 36, 6, 7
2014/2/8, 54, 19, 30, 23, 3, 5
2014/2/9, 46, 20, 30, 25, 3, 5
2014/2/10, 45, 22, 20, 44, 5, 7
2014/2/11, 54, 21, 24, 43, 5, 8
2014/2/12, 56, 20, 25, 34, 8, 3
2014/2/13, 51, 23, 27, 44, 6, 4
2014/2/14, 52, 20, 25, 40, 4, 4
2014/2/15, 49, 21, 31, 32, 4, 6
2014/2/16, 52, 25, 21, 40, 4, 6
2014/2/17, 62, 26, 20, 41, 5, 3
2014/2/18, 64, 29, 20, 43, 6, 6
2014/2/19, 73, 29, 16, 34, 4, 4
2014/2/20, 76, 17, 23, 23, 4, 2
2014/2/21, 51, 24, 26, 40, 5, 3
2014/2/22, 59, 23, 26, 47, 5, 5
2014/2/23, 53, 19, 30, 33, 3, 3
2014/2/24, 47, 25, 25, 45, 5, 4
2014/2/25, 65, 23, 30, 52, 6, 4
2014/2/26, 56, 29, 16, 56, 7, 8
2014/2/27, 64, 25, 25, 51, 6, 3
2014/2/28, 59, 18, 16, 50, 6, 1
2014/3/1, 52, 32, 18, 41, 7, 2
2014/3/2, 79, 20, 26, 33, 7, 1
2014/3/3, 52, 18, 23, 56, 8, 3
2014/3/4, 51, 36, 12, 64, 10, 5
2014/3/5, 85, 45, 16, 63, 9, 5
2014/3/6, 98, 34, 27, 50, 6, 5
2014/3/7, 76, 29, 20, 47, 6, 7
2014/3/8, 69, , 24, 21, 1, 
2014/3/10, 94, 32, 23, 42, 2, 4
2014/3/11, 77, 29, 27, 25, 1, 3
2014/3/12, 61, 47, 11, 40, 3, 4
2014/3/13, 109, 63, 18, 50, 4, 5
2014/3/14, 151, 69, 19, 58, 7, 4
2014/3/15, 160, 25, 30, 26, 3, 2
2014/3/16, 65, 21, 31, 28, 4, 2
2014/3/17, 57, 32, 18, 38, 7, 2
2014/3/18, 78, 26, 26, 38, 6, 3
2014/3/19, 63, 33, 24, 44, 6, 5
2014/3/20, 70, 32, 31, 34, 5, 4
2014/3/21, 69, 25, 30, 47, 6, 7
2014/3/22, 57, 16, 33, 29, 4, 8
2014/3/23, 38, 15, 32, 27, 4, 6
2014/3/24, 38, 22, 29, 46, 4, 8
2014/3/25, 58, 25, 25, 47, 4, 5
2014/3/26, 65, 26, 22, 49, 3, 4
2014/3/27, 68, 34, 19, 48, 4, 3
2014/3/28, 86, 54, 15, 45, 5, 4
2014/3/29, 137, 52, 31, 39, 4, 4
2014/3/30, 132, 45, 29, 44, 4, 4
2014/3/31, 113, 34, 27, 50, 4, 4
2014/4/1, 82, 45, 17, 50, 6, 4
2020/1/1, , 41, 9, 30, 2, 6
2019/1/1, , 15, 23, 22, 1, 7
2017/9/8, , 5, 19, 13, 2, 4
2016/1/1, , 27, 17, 38, 6, 4
2015/4/9, , 59, 23, 64, 3, 4
2015/1/1, , 28, 24, 19, 3, 3
2014/8/11, , 19, 22, 42, 6, 6
2014/1/1, , 16, 29, 23, 6, 5
2014/3/9, , 42, 28, 30, 3, 5
